locus_tag	ftype	length_bp	gene	EC_number	COG	product
DFNAAEMK_02575	CDS	444	fliJ		COG2882	Flagellar FliJ protein
DFNAAEMK_02576	CDS	1128	fliK		COG3144	Flagellar hook-length control protein
DFNAAEMK_02577	CDS	465				hypothetical protein
DFNAAEMK_02578	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
DFNAAEMK_02579	CDS	414	fliN		COG1886	Flagellar motor switch protein FliN
DFNAAEMK_02580	CDS	366	fliO		COG3190	Flagellar protein FliO
DFNAAEMK_02581	CDS	738	fliP		COG1338	Flagellar biosynthetic protein FliP
DFNAAEMK_02582	CDS	270				hypothetical protein
DFNAAEMK_02583	CDS	786				hypothetical protein
DFNAAEMK_02584	CDS	624	rcsA		COG2771	Transcriptional regulatory protein RcsA
DFNAAEMK_02585	CDS	189	dsrB			Protein DsrB
DFNAAEMK_02586	CDS	228				hypothetical protein
DFNAAEMK_02587	CDS	816	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
DFNAAEMK_02588	CDS	1695	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
DFNAAEMK_02589	CDS	183				hypothetical protein
DFNAAEMK_02590	CDS	918	yedI		COG2354	Inner membrane protein YedI
DFNAAEMK_02591	CDS	921	yedA			putative inner membrane transporter YedA
DFNAAEMK_02592	CDS	471	vsr	3.1.-.-	COG3727	Very short patch repair protein
DFNAAEMK_02593	CDS	1419	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
DFNAAEMK_02594	CDS	696	yedJ		COG1418	putative protein YedJ
DFNAAEMK_02595	CDS	303	yedR			Inner membrane protein YedR
DFNAAEMK_02596	CDS	555	malG		COG3833	Maltose transport system permease protein MalG
DFNAAEMK_02597	CDS	1476	xylE			D-xylose-proton symporter
DFNAAEMK_02598	CDS	411	psiE		COG3223	Protein PsiE
DFNAAEMK_02599	CDS	2097				hypothetical protein
DFNAAEMK_02600	CDS	240				hypothetical protein
DFNAAEMK_02601	CDS	474	argB	2.7.2.8	COG0548	Acetylglutamate kinase
DFNAAEMK_02602	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
DFNAAEMK_02603	CDS	918	oxyR_1			Hydrogen peroxide-inducible genes activator
DFNAAEMK_02604	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
DFNAAEMK_02605	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
DFNAAEMK_02606	CDS	360	yijD			Inner membrane protein YijD
DFNAAEMK_02607	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
DFNAAEMK_02608	CDS	1845	btuB_1		COG4206	Vitamin B12 transporter BtuB
DFNAAEMK_02609	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
DFNAAEMK_02610	CDS	90				hypothetical protein
DFNAAEMK_02611	CDS	1101	basS	2.7.13.3		Sensor protein BasS
DFNAAEMK_02612	CDS	669	basR			Transcriptional regulatory protein BasR
DFNAAEMK_02613	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
DFNAAEMK_02614	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
DFNAAEMK_02615	CDS	762	gadX_2			HTH-type transcriptional regulator GadX
DFNAAEMK_02616	CDS	1878	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
DFNAAEMK_02617	CDS	582				hypothetical protein
DFNAAEMK_02618	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
DFNAAEMK_02619	CDS	423				hypothetical protein
DFNAAEMK_02620	CDS	630	nudF	3.6.1.13		ADP-ribose pyrophosphatase
DFNAAEMK_02621	CDS	1482	tolC		COG1538	Outer membrane protein TolC
DFNAAEMK_02622	CDS	672				hypothetical protein
DFNAAEMK_02623	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
DFNAAEMK_02624	CDS	816	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
DFNAAEMK_02625	CDS	108	ldrA			Small toxic polypeptide LdrA
DFNAAEMK_02626	CDS	477				hypothetical protein
DFNAAEMK_02627	CDS	219				hypothetical protein
DFNAAEMK_02628	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
DFNAAEMK_02629	CDS	405	yhfA		COG1765	Protein YhfA
DFNAAEMK_02630	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
DFNAAEMK_02631	CDS	2091				hypothetical protein
DFNAAEMK_02632	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
DFNAAEMK_02633	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
DFNAAEMK_02634	CDS	603	fic	2.7.7.-	COG2184	putative adenosine monophosphate-protein transferase fic
DFNAAEMK_02635	CDS	168	yhfG			putative protein YhfG
DFNAAEMK_02636	CDS	342	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
DFNAAEMK_02637	CDS	708				hypothetical protein
DFNAAEMK_02638	CDS	897	xerC_1		COG4973	Tyrosine recombinase XerC
DFNAAEMK_02639	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
DFNAAEMK_02640	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
DFNAAEMK_02641	CDS	765				hypothetical protein
DFNAAEMK_02642	CDS	951	corA		COG0598	Magnesium transport protein CorA
DFNAAEMK_02643	CDS	381				hypothetical protein
DFNAAEMK_02644	CDS	381	yigG			Inner membrane protein YigG
DFNAAEMK_02645	CDS	891	rarD		COG2962	Protein RarD
DFNAAEMK_02646	CDS	468				hypothetical protein
DFNAAEMK_02647	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
DFNAAEMK_02648	CDS	285	bcsC		COG0457	Cellulose synthase operon protein C
DFNAAEMK_02649	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
DFNAAEMK_02650	CDS	1287	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
DFNAAEMK_02651	CDS	1497	yhjJ		COG0612	Protein YhjJ
DFNAAEMK_02652	CDS	930	kdgK_2	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
DFNAAEMK_02653	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
DFNAAEMK_02654	CDS	2061				hypothetical protein
DFNAAEMK_02655	CDS	1383	cusA		COG3696	Cation efflux system protein CusA
DFNAAEMK_02656	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
DFNAAEMK_02657	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
DFNAAEMK_02658	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
DFNAAEMK_02659	CDS	369				hypothetical protein
DFNAAEMK_02660	CDS	249				hypothetical protein
DFNAAEMK_02661	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
DFNAAEMK_02662	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
DFNAAEMK_02663	CDS	954	oxyR_2			Hydrogen peroxide-inducible genes activator
DFNAAEMK_02664	CDS	1053	galD	5.3.2.8	COG2828	4-oxalomesaconate tautomerase
DFNAAEMK_02665	CDS	1434	ybhI		COG0471	Inner membrane protein YbhI
DFNAAEMK_02666	CDS	2262	leuC_1	4.2.1.33		3-isopropylmalate dehydratase large subunit
DFNAAEMK_02667	CDS	651	gatY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit GatY
DFNAAEMK_02668	CDS	303	gatZ_1		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit GatZ
DFNAAEMK_02669	CDS	957	gatZ_2		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit GatZ
DFNAAEMK_02670	CDS	453	gatA		COG1762	PTS system galactitol-specific EIIA component
DFNAAEMK_02671	CDS	285	gatB_2	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
DFNAAEMK_02672	CDS	1356	gatC_2		COG3775	PTS system galactitol-specific EIIC component
DFNAAEMK_02673	CDS	1041	gatD	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
DFNAAEMK_02674	CDS	132	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
DFNAAEMK_02675	CDS	564	gntK_2	2.7.1.12	COG3265	Thermoresistant gluconokinase
DFNAAEMK_02676	CDS	1032	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
DFNAAEMK_02677	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
DFNAAEMK_02678	CDS	1320	idnT_2		COG2610	Gnt-II system L-idonate transporter
DFNAAEMK_02679	CDS	999	gntR_2			HTH-type transcriptional regulator GntR
DFNAAEMK_02680	CDS	1503				hypothetical protein
DFNAAEMK_02681	CDS	816	gspC		COG3031	Putative type II secretion system protein C
DFNAAEMK_02682	CDS	1953	gspD		COG1450	Putative type II secretion system protein D
DFNAAEMK_02683	CDS	1482	gspE		COG2804	Putative type II secretion system protein E
DFNAAEMK_02684	CDS	1197	gspF		COG1459	Putative type II secretion system protein F
DFNAAEMK_02685	CDS	438	gspG		COG2165	Putative type II secretion system protein G
DFNAAEMK_02686	CDS	510	gspH		COG2165	Putative type II secretion system protein H
DFNAAEMK_02687	CDS	378	gspI		COG2165	Putative type II secretion system protein I
DFNAAEMK_02688	CDS	588	gspJ		COG4795	Putative type II secretion system protein J
DFNAAEMK_02689	CDS	984	gspK		COG3156	Putative type II secretion system protein K
DFNAAEMK_02690	CDS	1164	gspL		COG3297	Putative type II secretion system protein L
DFNAAEMK_02691	CDS	216				hypothetical protein
DFNAAEMK_02692	CDS	1005	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit F
DFNAAEMK_02693	CDS	759	kdgR_3		COG1414	Transcriptional regulator KdgR
DFNAAEMK_02694	CDS	285				hypothetical protein
DFNAAEMK_02695	CDS	330	ymgD			putative protein YmgD
DFNAAEMK_02696	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
DFNAAEMK_02697	CDS	411				hypothetical protein
DFNAAEMK_02698	CDS	768	hycG_1		COG3260	Formate hydrogenlyase subunit 7
DFNAAEMK_02699	CDS	543	ndhI_1	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
DFNAAEMK_02700	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
DFNAAEMK_02701	CDS	732				hypothetical protein
DFNAAEMK_02702	CDS	627				hypothetical protein
DFNAAEMK_02703	CDS	699				hypothetical protein
DFNAAEMK_02704	CDS	855				hypothetical protein
DFNAAEMK_02705	CDS	906				hypothetical protein
DFNAAEMK_02706	CDS	363				hypothetical protein
DFNAAEMK_02707	CDS	1164	yhfX		COG3457	putative protein YhfX
DFNAAEMK_02708	CDS	1227	deoB_1	5.4.2.7	COG1015	Phosphopentomutase
DFNAAEMK_02709	CDS	879	php		COG1735	Phosphotriesterase homology protein
DFNAAEMK_02710	CDS	354				hypothetical protein
DFNAAEMK_02711	CDS	1305				hypothetical protein
DFNAAEMK_02712	CDS	1374	sbcC		COG0419	Nuclease SbcCD subunit C
DFNAAEMK_02713	CDS	1269	araJ		COG2814	Putative transporter AraJ
DFNAAEMK_02714	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
DFNAAEMK_02715	CDS	978	rdgC_2		COG2974	Recombination-associated protein RdgC
DFNAAEMK_02716	CDS	282				hypothetical protein
DFNAAEMK_02717	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
DFNAAEMK_02718	CDS	678				hypothetical protein
DFNAAEMK_02719	CDS	192	yaiA			putative protein YaiA
DFNAAEMK_02720	CDS	525	aroL	2.7.1.71	COG0703	Shikimate kinase 2
DFNAAEMK_02721	CDS	459				hypothetical protein
DFNAAEMK_02722	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
DFNAAEMK_02723	CDS	1116	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
DFNAAEMK_02724	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
DFNAAEMK_02725	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
DFNAAEMK_02726	CDS	261	iraP			Anti-adapter protein IraP
DFNAAEMK_02727	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
DFNAAEMK_02728	CDS	774	modA		COG0725	Molybdate-binding protein ModA
DFNAAEMK_02729	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
DFNAAEMK_02730	CDS	789	modE		COG2005	Transcriptional regulator ModE
DFNAAEMK_02731	CDS	1473	btuD_2	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
DFNAAEMK_02732	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
DFNAAEMK_02733	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
DFNAAEMK_02734	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
DFNAAEMK_02735	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
DFNAAEMK_02736	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
DFNAAEMK_02737	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
DFNAAEMK_02738	CDS	381				hypothetical protein
DFNAAEMK_02739	CDS	942	zitB		COG1230	Zinc transporter ZitB
DFNAAEMK_02740	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
DFNAAEMK_02741	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
DFNAAEMK_02742	CDS	732	frlR		COG2188	putative fructoselysine utilization operon transcriptional repressor
DFNAAEMK_02743	CDS	786	frlD	2.7.1.218	COG0524	Fructoselysine 6-kinase
DFNAAEMK_02744	CDS	831	frlC	5.1.3.-	COG1082	Fructoselysine 3-epimerase
DFNAAEMK_02745	CDS	1023	frlB	3.5.-.-	COG2222	Fructoselysine 6-phosphate deglycase
DFNAAEMK_02746	CDS	1161	frlA		COG0531	putative fructoselysine/psicoselysine transporter FrlA
DFNAAEMK_02747	CDS	213	cspG_1		COG1278	Cold shock-like protein CspG
DFNAAEMK_02748	CDS	753				hypothetical protein
DFNAAEMK_02749	CDS	1050				hypothetical protein
DFNAAEMK_02750	CDS	252				hypothetical protein
DFNAAEMK_02751	CDS	156	hokC_1			Toxic protein HokC
DFNAAEMK_02752	CDS	288	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
DFNAAEMK_02753	CDS	240	relB		COG3077	Antitoxin RelB
DFNAAEMK_02754	CDS	333	flxA			Protein FlxA
DFNAAEMK_02755	CDS	228				hypothetical protein
DFNAAEMK_02756	CDS	291				hypothetical protein
DFNAAEMK_02757	CDS	231				hypothetical protein
DFNAAEMK_02758	CDS	408				hypothetical protein
DFNAAEMK_02759	CDS	156				hypothetical protein
DFNAAEMK_02760	CDS	129	ydfB			putative protein YdfB
DFNAAEMK_02761	CDS	219				hypothetical protein
DFNAAEMK_02762	CDS	165				hypothetical protein
DFNAAEMK_02763	CDS	189				hypothetical protein
DFNAAEMK_02764	CDS	192				hypothetical protein
DFNAAEMK_02765	CDS	312				hypothetical protein
DFNAAEMK_02766	CDS	471	argR		COG1438	Arginine repressor
DFNAAEMK_02767	CDS	939	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
DFNAAEMK_02768	CDS	1068	degS	3.4.21.107	COG0265	Serine endoprotease DegS
DFNAAEMK_02769	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
DFNAAEMK_02770	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
DFNAAEMK_02771	CDS	1128	zapE		COG1485	Cell division protein ZapE
DFNAAEMK_02772	CDS	429	rplM		COG0102	50S ribosomal protein L13
DFNAAEMK_02773	CDS	393	rpsI		COG0103	30S ribosomal protein S9
DFNAAEMK_02774	CDS	639	sspA		COG0625	Stringent starvation protein A
DFNAAEMK_02775	CDS	498	sspB		COG2969	Stringent starvation protein B
DFNAAEMK_02776	CDS	1368	dcuD_2		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
DFNAAEMK_02777	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
DFNAAEMK_02778	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
DFNAAEMK_02779	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
DFNAAEMK_02780	CDS	1206	garP			putative galactarate transporter
DFNAAEMK_02781	CDS	1050	yhhT_1		COG0628	Putative transport protein YhhT
DFNAAEMK_02782	CDS	588				hypothetical protein
DFNAAEMK_02783	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
DFNAAEMK_02784	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
DFNAAEMK_02785	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
DFNAAEMK_02786	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
DFNAAEMK_02787	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
DFNAAEMK_02788	CDS	798	fhuC	3.6.3.34	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
DFNAAEMK_02789	CDS	1815	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
DFNAAEMK_02790	CDS	315	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
DFNAAEMK_02791	CDS	2535	mrcB		COG0744	Penicillin-binding protein 1B
DFNAAEMK_02792	CDS	2430				hypothetical protein
DFNAAEMK_02793	CDS	531	thpR	3.1.4.-	COG1514	RNA 2',3'-cyclic phosphodiesterase
DFNAAEMK_02794	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
DFNAAEMK_02795	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
DFNAAEMK_02796	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
DFNAAEMK_02797	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
DFNAAEMK_02798	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
DFNAAEMK_02799	CDS	585	yadN			putative fimbrial-like protein YadN
DFNAAEMK_02800	CDS	741	yadV			putative fimbrial chaperone YadV
DFNAAEMK_02801	CDS	2598	htrE		COG3188	Outer membrane usher protein HtrE
DFNAAEMK_02802	CDS	570	yadM			putative fimbrial-like protein YadM
DFNAAEMK_02803	CDS	606	yadL			putative fimbrial-like protein YadL
DFNAAEMK_02804	CDS	597	yadK			putative fimbrial-like protein YadK
DFNAAEMK_02805	CDS	1239	yadC			putative fimbrial-like protein YadC
DFNAAEMK_02806	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
DFNAAEMK_02807	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
DFNAAEMK_02808	CDS	903				ISNCY family transposase ISSen7
DFNAAEMK_02809	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
DFNAAEMK_02810	CDS	1230				hypothetical protein
DFNAAEMK_02811	CDS	441				hypothetical protein
DFNAAEMK_02812	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
DFNAAEMK_02813	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
DFNAAEMK_02814	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
DFNAAEMK_02815	CDS	318	hpt_1	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
DFNAAEMK_02816	CDS	225	hpt_2	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
DFNAAEMK_02817	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
DFNAAEMK_02818	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
DFNAAEMK_02819	CDS	309				hypothetical protein
DFNAAEMK_02820	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
DFNAAEMK_02821	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
DFNAAEMK_02822	CDS	363				hypothetical protein
DFNAAEMK_02823	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
DFNAAEMK_02824	CDS	1854				hypothetical protein
DFNAAEMK_02825	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
DFNAAEMK_02826	CDS	543	sfmA			putative fimbrial-like protein SfmA
DFNAAEMK_02827	CDS	693	sfmC			putative fimbrial chaperone SfmC
DFNAAEMK_02828	CDS	2604	sfmD		COG3188	Outer membrane usher protein SfmD
DFNAAEMK_02829	CDS	978	sfmH			putative fimbrial-like protein SfmH
DFNAAEMK_02830	CDS	516	sfmF			putative fimbrial-like protein SfmF
DFNAAEMK_02831	CDS	633	bvgA_1			Virulence factors putative positive transcription regulator BvgA
DFNAAEMK_02832	tRNA	77				tRNA-Arg(tct)
DFNAAEMK_02833	CDS	1164	xerD_1			Tyrosine recombinase XerD
DFNAAEMK_02834	CDS	264				hypothetical protein
DFNAAEMK_02835	CDS	96				hypothetical protein
DFNAAEMK_02836	CDS	660				hypothetical protein
DFNAAEMK_02837	CDS	312				hypothetical protein
DFNAAEMK_02838	CDS	1434	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
DFNAAEMK_02839	CDS	618	ygfF	1.-.-.-		putative oxidoreductase YgfF
DFNAAEMK_02840	CDS	927	gcvP_1	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
DFNAAEMK_02841	CDS	1953	gcvP_2	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
DFNAAEMK_02842	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
DFNAAEMK_02843	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
DFNAAEMK_02844	CDS	1203	ubiI	1.14.13.-	COG0654	2-octaprenylphenol hydroxylase
DFNAAEMK_02845	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
DFNAAEMK_02846	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
DFNAAEMK_02847	CDS	579				hypothetical protein
DFNAAEMK_02848	CDS	330	zapA		COG3027	Cell division protein ZapA
DFNAAEMK_02849	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
DFNAAEMK_02850	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
DFNAAEMK_02851	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
DFNAAEMK_02852	CDS	231				hypothetical protein
DFNAAEMK_02853	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
DFNAAEMK_02854	CDS	2145	scpA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
DFNAAEMK_02855	CDS	996	argK	3.6.5.-	COG1703	GTPase ArgK
DFNAAEMK_02856	CDS	786	scpB	4.1.1.41	COG1024	Methylmalonyl-CoA decarboxylase
DFNAAEMK_02857	CDS	1479	scpC	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
DFNAAEMK_02858	CDS	897	cynR_2			HTH-type transcriptional regulator CynR
DFNAAEMK_02859	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
DFNAAEMK_02860	CDS	636	argO		COG1279	Arginine exporter protein ArgO
DFNAAEMK_02861	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
DFNAAEMK_02862	CDS	486	spy		COG3678	Periplasmic chaperone Spy
DFNAAEMK_02863	CDS	240	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
DFNAAEMK_02864	CDS	462				hypothetical protein
DFNAAEMK_02865	CDS	1137	yibH		COG1566	Inner membrane protein YibH
DFNAAEMK_02866	CDS	363	yiaW_2			Inner membrane protein YiaW
DFNAAEMK_02867	CDS	1914	mtlA_2		COG2213	PTS system mannitol-specific EIICBA component
DFNAAEMK_02868	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
DFNAAEMK_02869	CDS	588	mtlR		COG3722	Mannitol operon repressor
DFNAAEMK_02870	CDS	210				hypothetical protein
DFNAAEMK_02871	CDS	363	yibL			putative protein YibL
DFNAAEMK_02872	CDS	1656	lldP		COG1620	L-lactate permease
DFNAAEMK_02873	CDS	777	lldR_3		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
DFNAAEMK_02874	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
DFNAAEMK_02875	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
DFNAAEMK_02876	CDS	822	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
DFNAAEMK_02877	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
DFNAAEMK_02878	CDS	468	secB		COG1952	Protein-export protein SecB
DFNAAEMK_02879	CDS	252	grxC		COG0695	Glutaredoxin 3
DFNAAEMK_02880	CDS	432	yibN		COG0607	putative protein YibN
DFNAAEMK_02881	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
DFNAAEMK_02882	CDS	1260	envC		COG4942	Murein hydrolase activator EnvC
DFNAAEMK_02883	CDS	960				hypothetical protein
DFNAAEMK_02884	CDS	1035	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
DFNAAEMK_02885	CDS	1026	tdh_2	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
DFNAAEMK_02886	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
DFNAAEMK_02887	CDS	873	htrL			Protein HtrL
DFNAAEMK_02888	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
DFNAAEMK_02889	CDS	1047	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
DFNAAEMK_02890	CDS	960	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
DFNAAEMK_02891	CDS	1260	rfaL			O-antigen ligase
DFNAAEMK_02892	CDS	1074				hypothetical protein
DFNAAEMK_02893	CDS	741				hypothetical protein
DFNAAEMK_02894	CDS	780	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
DFNAAEMK_02895	CDS	1074				hypothetical protein
DFNAAEMK_02896	CDS	162				hypothetical protein
DFNAAEMK_02897	CDS	606	osmY_2		COG2823	Osmotically-inducible protein Y
DFNAAEMK_02898	CDS	1617	prfC		COG4108	Peptide chain release factor RF3
DFNAAEMK_02899	CDS	678	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
DFNAAEMK_02900	CDS	447	rimI	2.3.1.128	COG0456	Ribosomal-protein-alanine acetyltransferase
DFNAAEMK_02901	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
DFNAAEMK_02902	CDS	1032	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
DFNAAEMK_02903	tRNA	87				tRNA-Leu(cag)
DFNAAEMK_02904	tRNA	87				tRNA-Leu(cag)
DFNAAEMK_02905	tRNA	87				tRNA-Leu(cag)
